1000031	1142576
1000031	1145356
1000031	1145394
1000031	1146083
1000031	1147052
1000031	1147231
1000031	1150757
1000031	1151061
1000031	1151771
1000031	1154235
1000031	1163631
1000031	1164578
1000031	1165478
1000031	1175171
1000031	1178126
1000031	1190174
1000031	1216286
1000031	1223058
1000031	1274453
1000031	1274739
1000031	1274976
1000031	1275279
1000031	1275308
1000031	1275733
1000031	1275824
1000031	1286206
1000031	1289630
1000031	1300489
1000031	1301398
1000031	1301811
1000031	1310750
1000031	1312758
1000031	1314681
1000031	1314712
1000031	1315737
1000031	1315885
1000031	1316202
1000031	1316641
1000031	1317700
1000031	1319356
1000031	1319743
1000031	1320838
1000031	1321527
1000031	1324431
1000031	1324960
1000031	1325870
1000031	1326122
1000031	1326272
1000031	1328849
1000031	1340905
1000031	1342481
1000031	1344110
1000031	1349284
1000031	1352403
1000031	1367736
1000031	1371455
1000031	1373033
1000031	1373954
1000031	1375242
1000031	1397310
1000823	1000031
1001793	1000031
1002280	1000031
1002495	1000031
1002503	1000031
1002729	1000031
1003654	1000031
1003970	1000031
1005286	1000031
1005945	1000031
1006330	1000031
1006395	1000031
1006692	1000031
1008299	1000031
1008390	1000031
1008634	1000031
1008965	1000031
1009777	1000031
1010090	1000031
1010252	1000031
1011473	1000031
1012463	1000031
1012650	1000031
1013026	1000031
1013043	1000031
1013738	1000031
1014844	1000031
1014853	1000031
1014891	1000031
1015047	1000031
1015203	1000031
1015520	1000031
1015786	1000031
1016805	1000031
1016878	1000031
1016942	1000031
1016968	1000031
1016970	1000031
1016987	1000031
1017456	1000031
1019130	1000031
1019420	1000031
1019752	1000031
1020269	1000031
1020935	1000031
1020944	1000031
1021268	1000031
1021306	1000031
1023133	1000031
1023587	1000031
1024700	1000031
1025232	1000031
1025761	1000031
1027181	1000031
1028094	1000031
1028167	1000031
1028170	1000031
1028490	1000031
1028931	1000031
1029037	1000031
1029569	1000031
1031254	1000031
1033525	1000031
1033533	1000031
1034162	1000031
1034687	1000031
1036630	1000031
1036950	1000031
1037028	1000031
1037118	1000031
1037137	1000031
1037559	1000031
1037679	1000031
1037741	1000031
1038585	1000031
1038928	1000031
1038997	1000031
1040104	1000031
1040522	1000031
1041259	1000031
1041371	1000031
1041558	1000031
1041592	1000031
1041791	1000031
1041908	1000031
1042056	1000031
1042089	1000031
1042429	1000031
1042607	1000031
1042884	1000031
1045413	1000031
1045788	1000031
1045927	1000031
1046243	1000031
1047951	1000031
1048388	1000031
1048674	1000031
1048799	1000031
1048911	1000031
1049757	1000031
1050495	1000031
1050585	1000031
1051674	1000031
1052392	1000031
1054279	1000031
1058624	1000031
1059956	1000031
1065120	1000031
1065424	1000031
1066282	1000031
1081199	1000031
1087140	1000031
1088303	1000031
1095943	1000031
1096871	1000031
1109420	1000031
1118033	1000031
1118899	1000031
1121669	1000031
1127559	1000031
1130099	1000031
1130989	1000031
1136973	1000031
1137544	1000031
1142576	1000031
1145356	1000031
1145394	1000031
1146083	1000031
1147052	1000031
1147231	1000031
1150757	1000031
1151061	1000031
1151771	1000031
1154235	1000031
1163631	1000031
1164578	1000031
1165478	1000031
1175171	1000031
1178126	1000031
1190174	1000031
1216286	1000031
1223058	1000031
1274453	1000031
1274739	1000031
1274976	1000031
1275279	1000031
1275308	1000031
1275733	1000031
1275824	1000031
1286206	1000031
1289630	1000031
1300489	1000031
1301398	1000031
1301811	1000031
1310750	1000031
1312758	1000031
1314681	1000031
1314712	1000031
1315737	1000031
1315885	1000031
1316202	1000031
1316641	1000031
1317700	1000031
1319356	1000031
1319743	1000031
1320838	1000031
1321527	1000031
1324431	1000031
1324960	1000031
1325870	1000031
1326122	1000031
1326272	1000031
1328849	1000031
1340905	1000031
1342481	1000031
1344110	1000031
1349284	1000031
1352403	1000031
1367736	1000031
1371455	1000031
1373033	1000031
1373954	1000031
1375242	1000031
1397310	1000031
